meeting_id,speaker_id,role,word_count,avg_sentence_len,question_count,hard_directive_count,soft_help_count,directive_count,uncertainty_count,sentiment_score,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31
hr_focus_003,spk_3,other,86,10.75,0,0,0,0,0,0.25416666666666665,0.16660021123958263,-0.16733768965075665,-0.0463266782201961,-0.047302875415797786,-0.1879584574777532,-0.12543151303824865,-0.1822990468384582,-0.06415664558641498,-0.0790493671362255,0.13906131214939363,0.13261843782393504,0.08845895064535321,-0.07654931172346831,-0.1648035838799637,-0.011515509862321499,0.13328926757319665,0.09964132571388178,-0.01702319173863027,-0.007878079712161163,0.008347620524424072,0.05181195749414251,-0.12860968582445026,0.001509536786221959,-0.0034058638440835156,0.10237498051983863,-0.24827755047500943,-0.025703339889328665,0.026406052064254993,0.05584375615591066,-0.04707957185075083,0.032929894379140116,-0.013364144150396301
hr_focus_003,spk_4,junior,114,11.4,0,0,0,0,3,0.17793650793650795,0.14557873425028206,-0.13571642706719467,-0.029063062660226652,-0.12329722907457728,-0.16897396415571686,-0.13180330967712692,0.00900727376104951,-0.005208900277473028,-0.2994687632221872,0.08178387107880386,0.06128689632034604,0.04988814387257027,0.08101820505277028,0.1629968832221921,-0.12509338642797796,-0.023110736257251012,-0.14324752670048732,0.09044704544092899,-0.15735085595403706,0.030079865926411067,-0.1103985686374536,0.06886930717454941,-0.040494503853337596,0.05280498334074783,-0.030221092575330254,0.05333399093834201,0.14325787172692642,0.03087904377991025,0.07694475908091881,-0.05249096046462952,0.1368511117887276,0.12006784883343813
hr_focus_004,spk_1,hr,241,13.814814814814815,1,0,0,0,0,0.26203703703703707,0.19814801135156943,-0.2544670633702433,-0.21339183008009582,0.07940809554664137,-0.21360499704608335,0.0786000699097525,0.078675793927974,0.2006153920150537,0.025169153285784823,0.3032080160713206,0.013249445695517692,0.13914877639121237,-0.04957519893032514,-0.18667463457507671,0.04596654977830672,0.07560085998462332,0.009679572334528371,0.007818612568402324,-0.00466336371922268,0.035144032952654655,-0.11974354522623776,-0.0629560626002675,-0.008511619765097352,0.1058459150543803,0.09242108423916773,0.0720099185374313,-0.059734456988369544,-0.07782459482301339,-0.005731356197002666,0.0416953547650877,-0.0346020578928285,-0.03741533475708039
hr_focus_004,spk_2,manager,98,13.0,0,1,0,1,0,0.13333333333333333,0.1672962291154104,-0.2221382539648312,-0.10608541170446212,0.13401614026251318,0.050205141694546096,-0.11277977214598596,0.1770736126234079,-0.10044800650624902,0.0559224459035001,-0.0897395453388843,-0.09577239099215139,-0.03216102604654204,-0.10446644233085778,0.04164563585301661,-0.14344858641883948,-0.12791739366090474,-0.0875819232600581,-0.01699090881098032,-0.023452407401689506,-0.13930659177487068,-0.003345974359146732,-0.1451884900975045,0.035506221579032896,-0.1576965708694613,-0.06637729841482026,-0.0025891386654032494,0.2646597994303209,-0.03079439099114735,0.0038336329192467456,-0.058883940476584025,-0.046491376651148775,0.0681890263494623
hr_focus_004,spk_3,junior,69,12.125,1,0,0,0,1,0.22142857142857142,0.1596123397581292,-0.035899667278643764,0.05902346732697462,-0.070965483054032,-0.08342762320529666,0.02230005073072741,0.06331610459713898,-0.027592026814680173,-0.22338649246047132,0.07364761802717315,0.09404717570991246,0.0825899073828992,0.025323693755007964,0.060372780280942596,-0.22892834029498024,-0.053098657527679366,-0.14174577120441814,0.0997573463319551,-0.20489472567669118,0.06668070045736663,0.0841587458086941,-0.03314048881568055,-0.14398616823593086,0.08986345417095697,-0.10490191289358658,0.29817261844113946,0.06079300042432413,0.08470992281799715,0.13884307764223913,0.0841454968489942,0.0799858457633559,0.08005795380209973
hr_focus_004,spk_4,other,69,10.125,0,0,0,0,0,0.3721969696969697,0.21745479292949116,-0.07189097875812563,-0.01902405748576075,-0.102742306173502,-0.060734678769646534,0.05435057909637853,0.09868237655977903,-0.16124635108388322,-0.11206350392126248,0.1478863447645264,0.12502772356593603,0.08038803648016696,-0.08252987772316044,0.13417341092064608,-0.05695108762366941,-0.020729736222315744,0.17368757522076408,-0.12906290614172075,0.005936984430407814,-0.09545944448371824,0.06931270219899237,-0.07985758448353827,0.01124797089364371,-0.08163337677925059,0.1742719914370992,-0.10356931852010545,0.015620773924888387,0.08926229930717565,-0.08427837788591391,0.24053305460693022,-0.0010260268319725152,0.0858904232821782
hr_focus_005,spk_1,manager,121,11.5,0,1,0,1,0,-0.015238095238095228,0.2679533476392979,-0.2814051116380361,-0.09273573139628018,0.15474467849407472,0.15148144011359196,-0.07966443099461885,0.09360483336662595,-0.04284271073792893,0.026459066232487886,-0.07750260816242387,0.010147602379861198,-0.05723579144680153,-0.045683793817629124,-0.06751819826721973,-0.12704537455196005,-0.0724871922332895,-0.04928700040364982,0.012520216841956415,-0.0721109728495914,-0.05905063876593664,-0.014185728181048666,-0.07396275990071013,0.0956096750878823,-0.024861610076089075,0.04252371516330398,-0.030030651975356253,-0.03478611621218543,-0.03666450430348537,0.034983680111652295,-0.09398189379920867,-0.04819789666032886,0.03799314656486912
hr_focus_005,spk_2,other,69,7.708333333333333,0,0,0,0,0,0.21483585858585857,0.21558252041024664,-0.0135531575538396,-0.05766177395597432,-0.018349290226221927,-0.08311832005256067,-0.008352699885794863,-0.03772977010044415,-0.043130886008171034,-0.01923943315190122,0.08800619759104554,0.16267789330805696,0.13473797112875452,0.013352129690216666,-0.034960296718258996,0.03726321860545705,-0.046619676127892244,0.0332890121179653,-0.10373284999134147,-0.04302914394441803,-0.047007897304325974,0.007170566986696507,-0.0932647490567465,-0.04247451693260632,-0.0628615772348729,0.05304670463817116,-0.11303878127993473,0.031248032318746864,-0.001550977988017658,-0.08360200737424126,0.09270938248260865,0.026758263240171453,-0.13599713464092245
hr_focus_005,spk_3,hr,262,11.233333333333333,1,3,0,3,0,0.2128787878787879,0.2124998946819802,-0.23475405696111507,-0.20716237124836587,0.017646454155544247,-0.2645551476558046,0.003985348665871737,0.028602055125021474,0.1380788733997413,0.11156605982726306,0.27973815492209686,0.05893177823568949,0.13905531947595667,-0.057755756988208125,-0.23420686784035186,0.017605017642577464,0.06078351996802054,0.05927492383389391,-0.012311585567994826,-0.0624060712286376,-0.0026928302897860222,-0.05325838828302525,-0.14083700620870568,0.023337145851645404,0.08770869599835462,0.09639810857170793,0.06499226775487488,-0.015781081611337646,0.020341123571336994,-0.01820209195988511,0.0004877925911149462,-0.035801996170687925,0.07382916779361016
hr_focus_005,spk_4,junior,123,13.7,2,0,0,0,3,0.06727272727272728,0.2005303849369934,-0.0879546178583124,0.026202620972977608,-0.12933440981375685,-0.09486355226872117,0.019581947883317942,0.022710161794055893,-0.05457287182052159,-0.09203997323803481,0.08127816226756708,0.22431637411665453,0.09758276085473078,0.013222875437479813,-0.035545661581983024,-0.08539993038011542,-0.12927782910508148,-0.016942965296697227,-0.009801754408376367,-0.22809608454996663,-0.041292709754694436,0.02056596370184006,0.026130582483019978,0.034175984746130254,0.13664454677945295,-0.02110403909362981,0.1383405309990693,-0.0372590020303498,0.03974670828675895,-0.02288405516788545,0.02829535319283723,0.0357256075375169,-0.01163128730303527
hr_focus_006,spk_1,junior,114,11.4,0,0,0,0,3,0.17793650793650795,0.14557873425028206,-0.13571642706719467,-0.029063062660226652,-0.12329722907457728,-0.16897396415571686,-0.13180330967712692,0.00900727376104951,-0.005208900277473028,-0.2994687632221872,0.08178387107880386,0.06128689632034604,0.04988814387257027,0.08101820505277028,0.1629968832221921,-0.12509338642797796,-0.023110736257251012,-0.14324752670048732,0.09044704544092899,-0.15735085595403706,0.030079865926411067,-0.1103985686374536,0.06886930717454941,-0.040494503853337596,0.05280498334074783,-0.030221092575330254,0.05333399093834201,0.14325787172692642,0.03087904377991025,0.07694475908091881,-0.05249096046462952,0.1368511117887276,0.12006784883343813
hr_focus_006,spk_2,manager,131,10.916666666666666,0,3,0,3,0,0.15575396825396826,0.177385493343249,-0.22428381303241252,-0.14137348518825207,0.1876130578548779,0.037483407987946714,0.01267556383510199,0.21407898442803983,0.2007131176907441,0.03266603986861437,-0.02611461867443407,-0.16538326187290167,-0.06736838094741782,0.07654316884734633,-0.03988602258647452,-0.1045676240395541,-0.1855001615040965,-0.05632207945676212,0.051062988392071455,-0.020098244519052996,-0.19226547713621803,-0.015267514799594765,-0.05393701551440753,0.1550640192917191,-0.1495657940202141,-0.06928045481997265,0.06245802782294769,0.17709662754694463,-0.023066524398484323,-0.029976785774123896,-0.18209718529466976,-0.00877092293433044,0.037142048685932266
hr_focus_006,spk_3,other,86,10.75,0,0,0,0,0,0.25416666666666665,0.16660021123958263,-0.16733768965075665,-0.0463266782201961,-0.047302875415797786,-0.1879584574777532,-0.12543151303824865,-0.1822990468384582,-0.06415664558641498,-0.0790493671362255,0.13906131214939363,0.13261843782393504,0.08845895064535321,-0.07654931172346831,-0.1648035838799637,-0.011515509862321499,0.13328926757319665,0.09964132571388178,-0.01702319173863027,-0.007878079712161163,0.008347620524424072,0.05181195749414251,-0.12860968582445026,0.001509536786221959,-0.0034058638440835156,0.10237498051983863,-0.24827755047500943,-0.025703339889328665,0.026406052064254993,0.05584375615591066,-0.04707957185075083,0.032929894379140116,-0.013364144150396301
hr_focus_006,spk_4,hr,235,12.666666666666666,0,2,0,2,0,0.19902356902356902,0.1899026547496528,-0.2242966600701781,-0.21124896904827797,0.0029794452883703114,-0.24553308997360515,0.18033356265951575,0.0907273170390017,0.20417031699119756,-0.04571202446283879,0.17166023164023259,-0.07294155055439272,0.09168710405370693,-0.05220468284579254,0.0888122567419692,0.01255179171098128,-0.07466621888390004,-0.05889803153370413,0.003473015524415576,0.01484110907043423,0.005412579037257829,-0.09089831100379665,0.09500348348728704,0.06267097090681105,-0.0450247465112924,-0.251978413036709,-0.004498866076012254,0.05969477927832817,-0.19205534234506771,-0.021835702110437918,-0.1212658782571078,0.008899640547007868,-0.10516648650687155
hr_focus_007,spk_1,other,89,10.291666666666668,0,0,0,0,0,0.27083333333333337,0.2755320732389698,-0.140389853198946,0.07681325362272214,0.04764673914056558,-0.11890040201170281,-0.0845151169259863,0.04822326557800028,-0.08885279972893562,-0.11381253110760914,0.02852444231652589,0.03785885713082659,0.025412409722699196,0.01622224281059145,-0.012478563819264866,0.03283146106015354,-0.08768399123230923,0.06319967974156922,-0.01627334377304699,0.0746142386512045,0.0022581217058084664,-0.006695003059129498,0.12837551367852407,-0.08121542877374285,-0.08216350629214364,0.07550577608979712,-0.13352674673365592,-0.017623042099460633,-0.004316681094565065,0.0613220642502015,0.07627207910240799,-0.08293051032067227,-0.11047325932957582
hr_focus_007,spk_2,hr,274,13.45,1,1,0,1,0,0.21861111111111114,0.24567410762988548,-0.2611385873570985,-0.1649327510297081,0.06855238272945507,-0.14414984652241933,-0.0723754889437808,-0.06390073852181406,0.0078869331340647,0.0946240177839772,0.02175428135778845,-0.03534705145041013,0.0645151867331001,-0.07952882682816112,-0.0661396045097987,0.04993827820827607,0.05505262969654096,0.015655751532660193,0.04871854671003026,0.05078624030949531,0.0034627221451657064,-0.07162365830001947,0.01611114623251101,-0.11610270488238802,0.030537424834010694,-0.0709999955146669,0.06686049516965714,-0.11940155412570622,-0.09784902022366627,-0.03659910717825089,-0.02324436591660008,0.055185624896585794,-0.03868322515728744
hr_focus_007,spk_3,junior,116,14.1,1,1,1,2,1,0.23328282828282826,0.17116568101182872,-0.16386280439315182,-0.09040035006788867,-0.10278807384299153,-0.08349080977169128,-0.08136645086276999,0.03867065368926815,-0.14393483375797353,-0.013364871026275798,-0.03953225905375429,0.010589891731561211,0.1153880512773289,0.08569472560664756,0.07976393744118297,-0.01444593845112051,-0.03338456701756952,0.005487344480150526,-0.04781019821273116,-0.0009687493638309363,0.03787107726331515,0.027323125970518856,0.08564660147400577,0.07657648363024264,0.03734889599969624,-0.06766586879966019,0.043078853947790756,0.09346924250768802,0.055049773927129717,0.016997651909023373,-0.010893042055956275,0.09591036027518314,-0.03566736382063526
hr_focus_007,spk_4,manager,129,11.133333333333333,0,4,0,4,0,0.45404761904761903,0.17712571792934687,-0.2120663072256887,-0.11791868064951211,0.1682475322239788,0.026243276446017233,-0.05402373536458864,0.15736240633770238,0.10577639907198606,0.038929479263188196,-0.04549331136082826,-0.11206101806806086,-0.06234109780413599,0.045289726235404955,0.007229715920975854,-0.07056576237359358,-0.1495138138016571,-0.04458508720433226,0.00752527344152176,-0.0289420775934604,-0.15713639952770989,0.0014063941223677293,-0.09603582869589448,0.08658635382034471,-0.21006717284209955,-0.12692692358214197,0.020195982771721962,0.2256851288078817,-0.026671762143184213,0.019288484534058875,-0.11272186990827239,-0.04403427564817034,0.02936911007756017
hr_focus_008,spk_1,hr,238,13.648148148148147,1,0,0,0,0,0.26203703703703707,0.19588768267862752,-0.2509422511014425,-0.2111605241639995,0.0784272063783257,-0.21101758189431113,0.08104455193741698,0.07863931383759547,0.20237883000120918,0.019160952281222967,0.3044587803039137,0.013247637476325071,0.1394612109696341,-0.0513053164853683,-0.18367759793141358,0.0470858383029307,0.07542642741263761,0.010381449820856436,0.0065821296244802634,-0.00938469029067976,0.031012928302520167,-0.11788800135098054,-0.0641755447218487,-0.005741331451958941,0.10868344274235335,0.09579194725136332,0.07034773413641345,-0.053750429536027725,-0.07388133604249122,-0.008676539346136027,0.042665324163963445,-0.03991973922184564,-0.035821866330098824
hr_focus_008,spk_2,manager,93,12.375,0,2,0,2,0,0.11175595238095237,0.15697534075094813,-0.210512895300649,-0.10823747866236005,0.15308655124894024,0.032918330612173675,-0.09035890227354045,0.09677700752299942,-0.025678468190041107,0.060234196667129446,-0.10439436785918828,-0.08169521955232192,-0.023640305421693635,-0.05455779907433796,0.025251519263907743,-0.12508144773110422,-0.1260071715736375,-0.09784207058979565,0.004593485054575245,-0.00567228913264216,-0.1358757353505084,-0.00931387084909725,-0.12187750368544921,0.07460865519314575,-0.1491206245033869,-0.07267414302146523,0.014715999181524246,0.27678758992588093,-0.027049247624006022,-0.01477072287500973,-0.05115257464238522,-0.041471074027199135,0.07510077325951144
hr_focus_008,spk_3,junior,69,12.125,1,0,0,0,1,0.22142857142857142,0.1596123397581292,-0.035899667278643764,0.05902346732697462,-0.070965483054032,-0.08342762320529666,0.02230005073072741,0.06331610459713898,-0.027592026814680173,-0.22338649246047132,0.07364761802717315,0.09404717570991246,0.0825899073828992,0.025323693755007964,0.060372780280942596,-0.22892834029498024,-0.053098657527679366,-0.14174577120441814,0.0997573463319551,-0.20489472567669118,0.06668070045736663,0.0841587458086941,-0.03314048881568055,-0.14398616823593086,0.08986345417095697,-0.10490191289358658,0.29817261844113946,0.06079300042432413,0.08470992281799715,0.13884307764223913,0.0841454968489942,0.0799858457633559,0.08005795380209973
hr_focus_008,spk_4,other,69,10.125,0,0,0,0,0,0.3721969696969697,0.21745479292949116,-0.07189097875812563,-0.01902405748576075,-0.102742306173502,-0.060734678769646534,0.05435057909637853,0.09868237655977903,-0.16124635108388322,-0.11206350392126248,0.1478863447645264,0.12502772356593603,0.08038803648016696,-0.08252987772316044,0.13417341092064608,-0.05695108762366941,-0.020729736222315744,0.17368757522076408,-0.12906290614172075,0.005936984430407814,-0.09545944448371824,0.06931270219899237,-0.07985758448353827,0.01124797089364371,-0.08163337677925059,0.1742719914370992,-0.10356931852010545,0.015620773924888387,0.08926229930717565,-0.08427837788591391,0.24053305460693022,-0.0010260268319725152,0.0858904232821782
hr_focus_009,spk_1,hr,221,12.018518518518517,0,2,0,2,0,0.17680134680134682,0.19091844154342255,-0.22704972277560315,-0.21141669550816541,0.01831901932684025,-0.21677578945882264,0.17709992238165084,0.09218278778061784,0.21036582819319227,-0.04648352465206659,0.14522883373770556,-0.07982476773483994,0.08360722022634329,-0.049057660443508275,0.07670932625613865,0.017806266767872003,-0.0882662932859248,-0.06203826556030564,-0.0021644771577655634,0.019684460297681505,-0.0025109480823413523,-0.08107655536056814,0.09441498449262399,0.06831215912013379,-0.051346183309044224,-0.23941538590123188,-0.010440361521511472,0.06391397567233173,-0.17804411780523144,-0.024707746714230424,-0.13536196552769353,0.006412250151802966,-0.09827453768866319
hr_focus_009,spk_2,manager,90,11.25,0,3,0,3,0,0.03363095238095238,0.13183139706820615,-0.1791721133444264,-0.11949845518054437,0.14874817870318852,0.009651994963368575,-0.008593784015596217,0.175023805478995,0.14794395591244372,0.06093686269393096,-0.01865771795255297,-0.13743506183788298,-0.04618482360842829,0.05668584951953249,-0.046528290249339285,-0.10716360868973893,-0.14378398369733264,-0.06600380750011116,0.06941397060353335,0.0034591860381622567,-0.17331870735970306,-0.04426885340141064,-0.05636410982342907,0.15624717953092823,-0.11538184201913117,-0.05955011191783838,0.07925416032801771,0.16779673347058566,-0.02906172926828546,-0.04336373103550804,-0.165888256346274,-0.004826813908501735,0.017045105136303595
hr_focus_009,spk_3,junior,115,11.5,0,0,0,0,4,0.07793650793650794,0.14604709231383253,-0.127944994770836,-0.02943191304762224,-0.1213551243543275,-0.1613915690055012,-0.12400693175371764,0.014196956304378868,-0.00982124938509381,-0.26985483165238255,0.07867192726049808,0.047770660943467484,0.029658620752310336,0.07496403868571351,0.1373505719678956,-0.10679508985201583,-0.0327484915919606,-0.12300620239116464,0.06307248111032913,-0.18230055024260985,0.023872117606725186,-0.11801307566379267,0.0776714072638634,-0.02400142671621182,0.06840155166891518,-0.0019268021010847983,0.05050634339003149,0.12677035590212757,0.01317329286698679,0.047644936901550805,-0.07665226339389382,0.14775715554905547,0.0737310031298143
hr_focus_009,spk_4,other,82,10.25,0,0,0,0,0,0.25,0.16734438250726183,-0.16758872393441931,-0.04589491998627619,-0.04845566638569091,-0.18872861709116495,-0.1252930579743469,-0.18350345155520195,-0.06452477145475331,-0.0787498844364912,0.13903449085119207,0.13259951548511692,0.0879640495026488,-0.07671965889039359,-0.1636833575257463,-0.012072416873658766,0.13388848831471567,0.09941047849537148,-0.0170324463535588,-0.0075686705845744665,0.008249507365663204,0.05112176762260035,-0.12902098677286186,0.0026019074651704274,-0.0033957647494597637,0.10226407006226751,-0.2489539366749714,-0.02519518752625917,0.02590526018691035,0.05502975764526606,-0.04716935919144987,0.03307683353478808,-0.013235575421834617
hr_focus_010,spk_1,hr,209,11.479166666666666,1,2,0,2,0,0.13972222222222225,0.19251970359278542,-0.25324405764977614,-0.18712724299352684,0.08803780856606741,-0.17574418138784942,-0.015848742825329113,0.07914786705482578,0.16333890523041314,0.08747281630414239,0.24947405907499276,0.005501013565846325,0.07831888195821882,-0.015119719201948552,-0.1803895335432587,0.013711113630753953,0.064045644305294,-0.007035077160381946,0.00853271829661241,0.0021430054998950003,0.005308451735151137,-0.07016652314510922,-0.12150436767598334,0.02945691033206959,0.0639883734204651,0.10120712263207098,0.045420670370367386,0.009805774707693199,-0.014411641329988265,0.009572446335687263,0.05107181101461439,0.0016476003497545503,-0.02938596534513376
hr_focus_010,spk_2,manager,86,8.625,0,2,0,2,0,0.30178571428571427,0.18697528148402728,-0.21961414984996844,-0.11183700533699666,0.15827828064886929,0.10346379119255396,-0.0323597395077926,0.16579285860784082,-0.0644929936408305,-0.02264009511967135,-0.07080509954138786,-0.028112014623423155,-0.0033370983122420618,-0.10394233513198405,-0.058416296913178734,-0.051962087493036886,-0.07692888184495245,-0.06123123692464779,-0.05862320250994709,-0.004286397570303483,-0.04160004763113259,0.015062383523802816,-0.08952062174017099,0.0038024573569932713,-0.09693441554734876,-0.017910725266982307,-0.05529865000374244,0.1483743151715608,0.012267996829056296,0.017325200488964455,-0.009440979973529625,-0.0503594859503113,0.05879789241089304
